site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section
Gastrointestinal Stromal Tumor,AJCC7,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,194,B00149
Gastrointestinal Stromal Tumor,AJCC7,any,G,G1,Low grade; mitotic rate <= 5/50 HPF,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,194,B00149
Gastrointestinal Stromal Tumor,AJCC7,any,G,G2,"High grade, mitotic rate >5/50 HPF",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,194,B00149
Gastrointestinal Stromal Tumor,AJCC7,any,N,N1,No regional lymph node metastasis* Regional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00152
Gastrointestinal Stromal Tumor,AJCC7,any,N,N1,M0 M1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00152
Gastrointestinal Stromal Tumor,AJCC7,any,M,M1,A NATOMIC S TAGE • P ROGNOSTIC G ROUPS - G ASTRIC GIST (also to be used for omentum) GROUP T N M Mitotic Rate Mitotic Rate IA T1 or T2 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Low IB T3 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Low II T1 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,High T2 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,High T4 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Low IIIA T3 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,High IIIB T4 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,High IV Any T N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Any rate Any T Any N,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M1,Any rate PATHOLOGIC GROUP T N M IA T1 or T2 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M1,"Any rate Stage unknown Stage unknown A NATOMIC S TAGE • P ROGNOSTIC G ROUPS - S MALL I NTESTINAL GIST (also to be used for esophagus, colorectal, mesentery, and peritoneum) GROUP T N M Mitotic Rate Mitotic Rate I T1 or T2 N0",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Low II T3 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Low IIIA T1 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,Low IIIB T2 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M0,High T3 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Gastrointestinal Stromal Tumor,AJCC7,any,M,M1,Any rate Stage unknown PATHOLOGIC GROUP T N M,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,195,B00153
Neuroendocrine Tumors,AJCC7,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,T,T0,No evidence of primary tumor,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,T,Tis,"Carcinoma in situ/dysplasia (tumor size less than 0.5 mm), confi ned to mucosa",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,T,T1,Tumor invades lamina propria or submucosa and 1 cm or less in size,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,T,T2,Tumor invades muscularis propria or more than 1 cm in size,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,T,T3,Tumor penetrates subserosa,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,T,T4,"Tumor invades visceral peritoneum (serosal) or other organs or adjacent structures For any T, add (m) for multiple tumors FIGURE 17.1. Observed survival rates for 2,997 cases with GI neuroendocrine tumors. Data from the SEER 1973-2005 Public Use File diagnosed in years 1990-2000. Stage I includes 351; Stage IIA, 724; Stage IIB, 299; Stage IIIA, 115; Stage IIIB, 743; Stage IV, 765; (Stage 0 excluded due to limited numbers). In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,199,B00156
Neuroendocrine Tumors,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00157
Neuroendocrine Tumors,AJCC7,any,N,N0,No regional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00157
Neuroendocrine Tumors,AJCC7,any,N,N1,Regional lymph node metastasis Distant Metastases (M) M0 No distant metastases M1 Distant metastasis Duodenum/Ampulla/Jejunum/Ileum,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00157
Neuroendocrine Tumors,AJCC7,any,T,T1,Tumor invades lamina propria or submucosa and size 1 cm or less* (small intestinal tumors); tumor 1 cm or less (ampullary tumors),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00158
Neuroendocrine Tumors,AJCC7,any,T,T2,Tumor invades muscularis propria or size > 1 cm (small intestinal tumors); tumor > 1 cm (ampul- lary tumors),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00158
Neuroendocrine Tumors,AJCC7,any,T,T3,Tumor invades through the muscularis propria into subserosal tissue without penetration of over- lying serosa (jejunal or ileal tumors) or invades pancreas or retroperitoneum (ampullary or duo- denal tumors) or into non-peritonealized tissues,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00158
Neuroendocrine Tumors,AJCC7,any,T,T4,"Tumor invades visceral peritoneum (serosa) or invades other organs For any T, add (m) for multiple tumors * Note: Tumor limited to ampulla of Vater for ampullary gan- gliocytic paraganglioma.",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00158
Neuroendocrine Tumors,AJCC7,any,T,T1,Tumor invades lamina propria or submucosa and size 2 cm or less,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00160
Neuroendocrine Tumors,AJCC7,any,T,T1a,Tumor size less than 1 cm in greatest dimension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00160
Neuroendocrine Tumors,AJCC7,any,T,T1b,Tumor size 1-2 cm in greatest dimension,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00160
Neuroendocrine Tumors,AJCC7,any,T,T2,Tumor invades muscularis propria or size more than 2 cm with invasion of lamina propria or submucosa,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00160
Neuroendocrine Tumors,AJCC7,any,T,T3,"Tumor invades through the muscularis propria into the subserosa, or into non-peritonealized pericolic or perirectal tissues",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00160
Neuroendocrine Tumors,AJCC7,any,T,T4,"Tumor invades peritoneum or other organs For any T, add (m) for multiple tumors",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00160
Neuroendocrine Tumors,AJCC7,any,G,G1,<2 <= 2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00163
Neuroendocrine Tumors,AJCC7,any,G,G2,2-20 3-20,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00163
Neuroendocrine Tumors,AJCC7,any,G,G3,">20 >20 * Note: 10 HPF: high power fi eld = 2 mm 2 , at least 40 fi elds (at 40× magnifi cation) evaluated in areas of highest mitotic density. ** Note: MIB1 antibody; % of 2,000 tumor cells in areas of highest nuclear labeling. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,200,B00163
Neuroendocrine Tumors,AJCC7,any,T,T4,NX N0 N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,203,B00165
Neuroendocrine Tumors,AJCC7,any,M,M1,A NATOMIC S TAGE • P ROGNOSTIC G ROUPS GROUP T N M 0 Tis* N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,204,B00167
Neuroendocrine Tumors,AJCC7,any,M,M0,I T1 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,204,B00167
