site,edition,classification,t,n,m,grade,location,stage,note
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,IIIA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1-T4a,N1,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • Urothelial carcinoma in situ; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIB,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T4b,Any,M0,Any,Any,IIIB,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA | Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T4b,Any,M0,Any,Any,IVA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Any,Any,M1a,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Any,Any,M1b,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVB | • Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Any,Any,M1b,Any,Any,IVB,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Tis,N0,M0,Any,Any,0is,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Tis,N0,M0,Any,Any,0a,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=0is | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Ta,N0,M0,Any,Any,0a,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=noma. The histologic subtypes are as follows: | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Any,Any,M1b,Any,Any,IVB,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Kidney,AJCC8,yp,Any,Any,M1,Any,Any,IV,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=IV; duplicate_source_page=196 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Ta,N0,M0,Any,Any,0a,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=noma. The histologic subtypes are as follows: | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Tis,N0,M0,Any,Any,0a,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=0is | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Tis,N0,M0,Any,Any,0is,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1,N0,M0,Any,Any,0is,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=I | Non-invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1,N0,M0,Any,Any,I,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Non-invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T2a,N0,M0,Any,Any,I,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T2a,N0,M0,Any,Any,II,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T2b,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | • Low-grade papillary urothelial carcinoma; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,IIIA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1-T4a,N1,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • Urothelial carcinoma in situ; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIB,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T4b,Any,M0,Any,Any,IIIB,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA | Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T4b,Any,M0,Any,Any,IVA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Any,Any,M1a,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Any,Any,M1b,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVB | • Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Kidney,AJCC8,yp,T4,Any,M0,Any,Any,III,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
